author,content,country,date,id,rating,title,version,vote_count,vote_sum
bonten55,最高です！バッチリ,jp,2015-06-17T02:44:24-07:00,1213591083,5,( ´ ▽ ` )ﾉ,4.4.0,0,0
ワノ,使いやすい,jp,2015-06-09T07:31:04-07:00,1209704827,4,良い,4.4.0,0,0
SHINYA!,流石に純正だけあって、何か設定することもなく接続、印刷ができた。pcではドライバの設定が上手くいかず難儀しただけに、この簡単さは嬉しい。,jp,2015-05-31T07:25:52-07:00,1205327204,5,一発接続,4.4.0,0,0
お父さんは缶チューハイ,設定が簡単でした。すぐに使えるので良いと思います。Dropboxなどのクラウドも設定出来るので利用しやすいかな。,jp,2015-05-11T12:15:04-07:00,1195884671,5,とても良い,4.3.1,0,0
ときもどき,"選択肢を豊富に！はがき、普通紙、モノクロ…
お願いいたします。",jp,2015-04-30T00:15:42-07:00,1190097889,3,切実に…,4.3.1,0,0
kakakami,"操作が直感的なので使い勝手がいいです。
1枚の用紙に複数ページ印刷できる設定を追加してほしいです。",jp,2015-04-13T18:02:47-07:00,1182421911,3,使いやすい,4.3.1,0,0
オヤジ61,"インク残量エラー表示し、インク交換したがエラー表示消えず！
サポートＴＥＬするも解消されず
よって、買い替えとなる最悪！",jp,2015-04-12T06:57:16-07:00,1181752170,1,インク残量エラー,4.3.1,0,0
pinkunokarasu,"iOS8.3にバージョンアップしたらインク供給システム情報でインクの装着が2015/04/16になっている。本日は2015/04/10です。
明らかに間違っています。また
インク残量も違っているようです。改善をお願いいたします。",jp,2015-04-10T07:57:02-07:00,1180735832,1,残念！,4.3.1,0,0
apple0916,引っ越してから、なぜかできなくなっていた、ワイヤレスの設定が簡単にできました。おっくうだったiPhoneからの印刷の設定も簡単で、これで赤ちゃんの写真を気軽にたくさん印刷できます！ありがとう！！,jp,2015-03-20T04:40:02-07:00,1170663772,5,やった！！,4.3,0,0
kazssym,プリンターの状態で「準備中」と表示されると印刷できないように思えてしまうので表記を変えてほしいです。日本の一般的な店舗では準備中と表示されていると Closed を意味しますので。,jp,2015-03-19T17:31:16-07:00,1170463596,4,「準備中」はやめてほしい,4.3,0,0
寿オヤジ,PCでのプリント時の用紙サイズ選択が可能なように、iPad等モバイル系でもできればありがたいのですが,jp,2015-03-10T10:07:18-07:00,1166201583,5,iPadで更に機能追加を,4.2,0,0
鈴二朗,ですねー。,jp,2015-03-06T16:05:54-07:00,1164408548,5,good,4.2,0,0
☆*:.｡. ばり .｡.:*☆,設定が簡単でとても良いです。Googleドライブとも連携してるのが便利！,jp,2015-02-08T02:38:07-07:00,1143618557,5,良い,4.2,0,0
トロの助,スマホから簡単に写真が印刷出来て、とても便利だと思います！,jp,2015-02-04T06:54:20-07:00,1141536414,5,使いやすい！,4.2,0,0
Gatyuu,プリンターの細かい情報よりも、モノクロ印刷とドラフト印刷、それと両面印刷の機能を切に願います。,jp,2015-02-03T04:16:46-07:00,1140949606,4,どうせなら,4.2,0,0
ロード18,使いやすい！簡単！,jp,2015-02-01T06:37:53-07:00,1139931520,5,いい！,4.2,0,0
たもつ〜ん,最初はちょっと難しいと思いましたが、あればいいですね〜。,jp,2015-01-19T12:48:32-07:00,1132779750,5,コスパが最強だ。,4.2,0,0
skeletonエース,スマホからダイレクト印刷が簡単に出来ました^_^,jp,2015-01-16T18:33:48-07:00,1131146428,5,簡単,4.2,0,0
ささきょう,簡単に印刷できて重宝してます（＾ω＾）‼️,jp,2015-01-11T19:55:09-07:00,1128510888,5,とっても便利,4.2,0,0
Roms0,前のアプリより全然いい。,jp,2015-01-11T01:57:47-07:00,1128063761,5,まぁ,4.2,0,0
ずっこけ丸,使いやすいと思います。,jp,2015-01-02T19:53:28-07:00,1123714299,5,簡単,4.2,0,0
ましひちひ,初めてwi-fiでの印刷を経験しました。とても便利です。,jp,2015-01-01T21:27:27-07:00,1123170849,5,初めて！,4.2,0,0
nammp3,プリンターメーカーのアプリなのに、細かい印刷設定が出来ない。はがき印刷の機能を充実させてほしい。現在の能力ではわざわざ立ち上げる意味が無い。,jp,2014-12-30T20:29:28-07:00,1122053435,2,印刷設定の弱さ,4.2,0,0
がりほ,使いやすくていいと思います。,jp,2014-12-28T19:13:26-07:00,1120937300,5,お世話になりますー,4.2,0,0
タイガーマサ914,スマホでプリンターの全てが分かり凄く便利です。寝ていながらスマホで写真のプリンターができて気にいってます。しかもインクの残量も確認できてでも気にいってます。,jp,2014-12-26T00:08:57-07:00,1119362525,5,スマホでフリンタの全てわかる,4.2,0,0
SAんたSANN,写真の大きさを調節して、1ページに複数枚の写真を見やすく印刷できます。たまにですがつかってます。,jp,2014-12-12T23:08:13-07:00,1112377713,4,画像のサイズ,4.2,0,0
ﾘｾｯﾄｽﾃｰｼｮﾝ,良いと思うΣ(-∀-｀),jp,2014-12-07T22:27:02-07:00,1109745422,5,不器用な私でも使いやすい！,4.2,0,0
いたxt,HP3520でこのアプリをつかっていますが、コスパは最高ですね。,jp,2014-12-02T22:38:33-07:00,1107146050,5,基本機能はOK!,4.2,0,0
kazunary,会社から勝手に指定されて送られてきたので家で使っているプリンターですが、家のLANにつながるから仕方なしに使っております。このアプリはそれを最大コントロール出来るので重宝しています。特にiPadから直接印刷する時にこのアプリに変えてからミスプリントが減りました。,jp,2014-11-06T17:33:23-07:00,1092835812,5,使いやすいですよ。,4.1,0,0
kyykjy,"タイトルの通りです。
A4でスキャンしたものがレターサイズになります。
修正お願いします。",jp,2014-11-01T22:35:40-07:00,1090247663,2,スキャンした書類の用紙サイズがおかしい,4.1,0,0
まっくすさん,"スマホから機器の操作が出来て、スキャンも簡単に取り込める。
とっても重宝します。",jp,2014-11-01T17:04:18-07:00,1090108898,5,とっても使いやすい♪,4.1,0,0
ぶおるふ,"iPad mini2とENVY4500で組み合わせて使ってます。
ＰＣとほとんど勝手が変わらずにプリンタを使えるのはすごい。
もう、PCいらないよね😁",jp,2014-10-26T02:18:32-07:00,1086526595,5,スマート,4.1,0,0
海コン,とても使いやすく、便利です,jp,2014-10-25T03:37:21-07:00,1085970148,5,便利！,4.1,0,0
Yasuke2525,なかなかいいね,jp,2014-10-24T03:54:51-07:00,1085426429,5,つかいやすい,4.1,0,0
Megちゃん,ENVY4500で使用しています。プリンターは白黒の小さな液晶があるだけですが、iPhoneとこのアプリがあれば、カラー液晶搭載のワンランク上のプリンターに変身です。,jp,2014-10-23T06:37:09-07:00,1084969597,5,プリンターがワンランクアップ。,4.1,0,0
ataxiao,iPhoto６で初めて使えるようになりました。とても良いです。,jp,2014-10-22T22:20:56-07:00,1084785250,4,使える❗️,4.1,0,0
ゎかはさたかなやら,使いやすい,jp,2014-10-02T19:50:28-07:00,1074085566,4,凄く良い,4.1,0,0
ともっち^_−☆,簡単に写真をプリンター出来てたのしいです,jp,2014-09-29T05:35:36-07:00,1072209247,5,凄い良いです,4.1,0,0
HPって思ったより,今更ながらiPhoneから直接印刷する需要が多く生まれPCにどうやって早く転送したらいいか悩んでいたところ、直に印刷できたらということを思いつき、普通に試してみたらフォト用紙が設定されてしまう問題になりました。しかしこのアプリを使うと用紙サイズが選ぶことができ、iPhoneから楽に印刷ができます。PC を経由しなくていいのでとても楽です。ありがとう。,jp,2014-09-28T01:42:12-07:00,1071565612,4,思ったよりよかったです。,4.1,0,0
政信 今部,インストールも簡単で、その後の設定作業もわかりやすく、あっという間に使えるようになりました,jp,2014-09-12T20:45:14-07:00,1063385553,5,簡単に設定できました,4.0,0,0
おじさんですが何か❓,プリンターの登録したら、すぐに使えて簡単！,jp,2014-09-08T02:18:22-07:00,1060934308,5,簡単操作❗️,4.0,0,0
ゆうか180,いちいちpc通さずにスキャン出来るのが便利でした♪♪,jp,2014-08-12T23:17:40-07:00,1045744044,5,使えますね〜♪♪,3.7,0,0
鈴木ジャスミン,初めてiPhoneで印刷出来ました。便利です。,jp,2014-07-19T08:08:01-07:00,1031288366,4,便利です。,3.7,0,0
ヴォイド,良い出品者さまです,jp,2014-07-18T06:53:31-07:00,1030632625,5,非常に,3.7,0,0
まんりき77777,設定がかんたんです。もっと早くから使ったらよかったです。,jp,2014-07-04T20:55:11-07:00,1022444727,4,いい感じです。,3.7,0,0
shinchan_desu,今までフォトサイズでしか印刷出来なかったけど、A4も印刷出来るのでうれしいです。,jp,2014-06-26T14:28:38-07:00,1017537637,4,うれしい,3.7,0,0
oneearthemma,"とても便利で使い勝手が良く助かりました( ´ ▽ ` )ﾉ
急ぎでPC面倒くさいと思ってiPhoneで試したらスピーディーにスキャンしてメールで送信出来ました〜（≧∇≦）",jp,2014-06-19T19:19:04-07:00,1013402448,5,ありがとうございます！,3.7,0,0
うじまん,AirMacextremeにつないで20台のiPadから使っています。印刷、スキャナ、快適に使ってます。,jp,2014-06-19T17:04:46-07:00,1013350718,5,重宝してます。,3.7,0,0
カボちゃんシィ,しますね、最近のプリンタは便利になりました。,jp,2014-06-08T10:17:17-07:00,1006961640,5,重宝,3.6.1,0,0
kittychanhawk,確実に毎回認識すればもっといい評価を出来るのにもったいない,jp,2014-05-29T23:34:27-07:00,1001220140,5,いちいちオンオフしないと認識しないが印刷は出来る,3.6.1,0,0
kuu.nm,"パソコンに繋がなくとも、このアプリとhp DeskjetプリンターでPDFにdropboxに保存できるので便利です
ただ、編集でファイル同士を繋げるようにして欲しいです",jp,2014-05-28T18:42:27-07:00,1000563126,4,スキャン便利,3.6.1,0,0
tama0425,"今までスキャナーを使って満足していました。
今日ドキュメントキャプチャー使いスキャナーより断然イイと感じ満足です。
ドキュメントキャプチャーはプリンターと繋がってなくてもカメラ機能あればOKでした*\(^o^)/*",jp,2014-05-08T16:14:39-07:00,989776618,5,便利です(^_−)−☆,3.6.1,0,0
+SQUARE+,"他のアプリでスキャナーの取込みの出来る物を探してましたが、
一挙解決。",jp,2014-05-04T07:24:43-07:00,987609759,5,重宝しています。,3.6.1,0,0
イシリンクリりん,使いやすい,jp,2014-04-21T05:06:48-07:00,980610881,5,便利,3.6.1,0,0
¥@&&&(^-^)/,"値段が安いわりにハイスペックなプリンター並みに使えます、iPadに沢山保存した画像などが
簡単にプリント出来ます。",jp,2014-04-18T17:38:00-07:00,979222324,5,簡単です( ´ ▽ ` )ﾉ,3.6.1,0,0
Biginer123,これからお世話になりそう。,jp,2014-04-16T04:12:32-07:00,977848770,5,とても便利,3.6.1,0,0
Takanomoto,至れり尽くせり、痒い所に手が届く機能がシンプルに全て揃ってます。操作性、各機能への切り替えも申し分無いです。,jp,2014-04-02T07:37:47-07:00,970077458,5,万能,3.6.1,0,0
ララららラ,とても便利で良い,jp,2014-03-18T19:11:44-07:00,961971335,5,良い,3.6,0,0
城上太郎,わかりやすく使いやすい,jp,2014-02-26T05:26:02-07:00,950537083,4,良い,3.5.1,0,0
radiata7,よさそう。,jp,2014-01-27T22:40:21-07:00,932284543,3,いい？,3.5.1,0,0
にゃんだえもん,"設定してすぐにプリント出来ました！
予期せぬ寒中見舞いをいただき何の準備もなく慌てていましたが、フリー素材をiPhoneに落としてから1分で出来上がりました♪
感謝！",jp,2014-01-13T00:29:57-07:00,924693485,5,良いです！,3.5,0,0
emoyancafe,主に写真やA4の資料をスキャンしてiPhoneへ転送する目的で使ってます。スキャンの範囲は自動で選択してくれますが、自分で変更も出来るし、とても重宝してます。プリンターはENVY100です。,jp,2014-01-10T19:44:20-07:00,923460686,5,便利です。,3.5,0,0
